Country Name,Country Code,Series Name,Series Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Ghana,GHA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,14.4439972906995,23.9986004971918,27.1650663374465,27.7096411705743,25.4556554537134,19.5655199555214,21.7093349999065,18.6472756161472,18.2236669857819,17.0366779158262,15.5216814050798,10.8475973001109
Ghana,GHA,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,12.4688735005526,..,14.2150318928858,14.5298039024017,14.1589434337656,14.5205312646041,15.0692892914466,14.6948055474354,13.754507358813,14.9263731247694,15.5505506873008,..
Ghana,GHA,Time required to start a business (days),IC.REG.DURS,..,..,14,14,14,14,14,13,..,..,..,..
Ghana,GHA,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,11.4367986938714,..,11.2521859793493,11.6905632099655,11.058329192094,11.5770312754335,12.244241507483,11.9969959057137,11.3404319629261,12.2446867253345,12.2975358062853,..
Ghana,GHA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.276510427354999,0.4436304,0.484989034811323,0.392914355459172,0.291411917393383,0.312701238213381,0.325876657150172,0.343818434751391,0.350948994874229,0.384879261038789,0.35007061763268,..
Ghana,GHA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0.661284924,107.6762148,121.2582209,129.6091402,121.6049315,132.601312,129.6132895,125.7336966,123.2115092,119.6243981,..
Ghana,GHA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,..,6.74337953097478,7.57797396054784,2.29789791349587,4.4258685367505,8.3022132370174,1.13778740205239,..,..,..,..
Ghana,GHA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,35.6930202192742,93.1996624988491,50.7764043740553,48.1439403300814,42.8345593909822,43.8400709928478,41.7198407384596,42.5517473230679,38.4063551254548,35.6569709484533,43.2447417570413,38.7362147696207
Ghana,GHA,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,58.2111304791,58.2111304791,102.4823234902,100,103.0270668001,102.7384471089,110.5016765559,112.3793396122,111.1048676246,122.8948552241,..,..
Ghana,GHA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,3880932790.8,6743341663.2,28481344138.4,31269213547.6,34826564166,33798809880.4,35582425739.1,32568577782.2,40647060280.2,44746812267.8,44839810520.1,..
Ghana,GHA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,38.7900767390388,19.0379689800063,15.5995106869309,6.28619390120033,23.8673880695662,28.2655620700708,15.6843441340159,36.2840963572025,11.4151571992035,14.3808040428977,11.8738106684415,..
Ghana,GHA,Net migration,SM.POP.NETM,-46822,-4208,-6316,-13308,7014,-4914,-19374,-21860,-297,-11253,-9999,-9999
Ghana,GHA,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,6000000,32396800,2007831480.11,4982442361.78624,2979934204.38383,3536410000,3520566623.36832,4053694728.81049,4291956800.55747,1923627452.54426,2070452060.75579,2431468248.62852
Ghana,GHA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,14800000,165900000,3363389444.44444,3192320530.7897,3485333369.27964,3254990000,2989035000,3879831469.7,1875782953.46905,2533586462.03873,1428411737.133,1319315614.67989
Ghana,GHA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,559719970.703125,600650024.414063,1123130004.88281,1770479980.46875,1318650024.41406,1263540039.0625,1067619995.11719,910989990.234375,2204360107.42188,1238469970.70313,1045640014.64844,..
Gibraltar,GIB,"Population, total",SP.POP.TOTL,27317,27741,32452,32520,32565,32602,32648,32685,32709,32669,32649,32688
Gibraltar,GIB,Population growth (annual %),SP.POP.GROW,-1.34898873232267,0.16595717785441,0.126420318087511,0.209321014679146,0.13828073187548,0.113554418573327,0.140996191940677,0.113265896118834,0.0734012327661469,-0.122365336936279,-0.0612388640957491,0.119381069323213
Gibraltar,GIB,Surface area (sq. km),AG.SRF.TOTL.K2,10,10,10,10,10,10,10,10,10,10,..,..
Gibraltar,GIB,Population density (people per sq. km of land area),EN.POP.DNST,2731.7,2774.1,3245.2,3252,3256.5,3260.2,3264.8,3268.5,3270.9,3266.9,..,..
Gibraltar,GIB,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.072,81.37,81.882,80.427,81.702,81.83,82.154,82.363,82.198,79.329,82.83,..
Gibraltar,GIB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.443,1.919,2.014,2.186,1.94,1.895,1.879,1.863,1.855,1.848,1.837,..
Gibraltar,GIB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,29.186,19.713,13.851,13.609,12.653,12.57,12.568,12.243,11.982,11.88,11.911,..
Gibraltar,GIB,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,108.536590576172,121.18643951416,..,123.387100219727,127.586212158203,131.670822143555,130.578506469727,137.431686401367
Gibraltar,GIB,"School enrollment, primary (% gross)",SE.PRM.ENRR,..,105.908683776855,..,..,120.986587524414,125.121406555176,..,127.662399291992,126.371223449707,126.982757568359,127.165351867676,123.372650146484
Gibraltar,GIB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,105.979827880859,..,..,140.186920166016,143.636352539062,..,114.369033813477,116.622688293457,121.478309631348,88.1603622436523,92.4276962280273
Gibraltar,GIB,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..,0.988080024719238,..,..,0.986190021038055,0.989499986171722,..,0.990459978580475,1.03998005390167,0.998589992523193,..,..
Gibraltar,GIB,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Forest area (sq. km),AG.LND.FRST.K2,0,0,0,0,0,0,0,0,0,0,..,..
Gibraltar,GIB,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,13.1275909719024,13.1593352299108,13.1593352299108,13.1670343918033,0.0807366207150379,0.0807365564632589,0,..
Gibraltar,GIB,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Urban population growth (annual %),SP.URB.GROW,-1.34898873232267,0.16595717785441,0.126420318087511,0.209321014679124,0.138280731875502,0.113554418573327,0.140996191940655,0.113265896118834,0.0734012327661469,-0.122365336936256,-0.0612388640957602,0.119381069323191
Gibraltar,GIB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2106.27082036827,4608.66587361667,6040.45975594725,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2708.93582750668,4361.77499008687,5916.43042031308,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Time required to start a business (days),IC.REG.DURS,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,20.03532677,117.0960187,127.4323493,126.3196684,125.8665113,125.7197991,124.0232523,108.3465819,104.5270891,112.4322338,..
Gibraltar,GIB,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,..,182.6624045429,93.4029151508,100,107.1666656999,93.9582491925,86.0533073354,88.9430652632,103.8461968365,79.4247363283,..,..
Gibraltar,GIB,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Net migration,SM.POP.NETM,-666,-147,-101,-101,-101,-58,-58,-58,-58,-58,-24,-24
Gibraltar,GIB,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,560000.002384186,39999.9991059303,..,..,..,..,..,..,..,..,..,..
Greece,GRC,"Population, total",SP.POP.TOTL,10196792,10805808,10892413,10820883,10775971,10754679,10732882,10721582,10698599,10569207,10426919,10361295
Greece,GRC,Population growth (annual %),SP.POP.GROW,1.05780801198192,0.409041838238246,-0.666113290031891,-0.658861360878339,-0.415913028277122,-0.197783224759792,-0.202880238259165,-0.105339392724138,-0.214592106571664,-1.21680248998544,-1.35539459324563,-0.631359846394221
Greece,GRC,Surface area (sq. km),AG.SRF.TOTL.K2,131960,131960,131960,131960,131960,131960,131960,131960,131960,131960,..,..
Greece,GRC,Population density (people per sq. km of land area),EN.POP.DNST,79.1062218774244,83.83093871218,84.5028161365399,83.947889837083,83.5994647013189,83.4342823894492,83.2651823118697,83.1775174553918,82.999216446858,81.9953995345229,..,..
Greece,GRC,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,21.4,21.2,20.2,18.5,17.9,17.7,19.6,18.8,..,..
Greece,GRC,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,0.5,1.5,1.4,1,0.9,0.1,0.7,0.8,0.6,..,..
Greece,GRC,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,91514620702.5345,144230205022.716,239688100176.67,218452697918.655,200867908001.466,193151697458.333,204791051286.012,211061683355.903,191699424422.85,211542574935.451,227406573059.868,233934816697.6
Greece,GRC,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,8970,13350,22010,20190,18640,17960,19080,19690,17920,20010,21810,22580
Greece,GRC,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,138590952779.092,212360254426.706,291893761607.501,289335045232.896,295022258656.427,306093821136.232,314377061805.023,335875941823.237,309954681839.355,346287102498.976,401630369110.382,423605700408.043
Greece,GRC,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,13590,19650,26800,26740,27380,28460,29290,31330,28970,32760,38520,40880
Greece,GRC,Income share held by lowest 20%,SI.DST.FRST.20,..,6.9,5.9,5.8,6.3,6.6,7.2,7,6.7,7.1,..,..
Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.9390243902439,77.8878048780488,81.3853658536585,81.0365853658537,81.3878048780488,81.2878048780488,81.7878048780488,81.6390243902439,81.2878048780488,80.0829268292683,80.6365853658537,..
Greece,GRC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.39,1.25,1.3,1.33,1.38,1.35,1.35,1.34,1.39,1.43,1.43,..
Greece,GRC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,21.21,9.877,7.903,8.094,8.507,8.368,8.245,8.309,8.421,8.479,8.315,..
Greece,GRC,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.82,99.9,99.9,99.9,99.9,99.9,99.9,..,..,..,..,..
Greece,GRC,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,10.5,6.4,4.2,4.3,4.3,4.2,4.2,4.1,4.1,4,3.9,..
Greece,GRC,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,76,89,97,97,97,97,97,97,97,97,97,..
Greece,GRC,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,95.2432403564453,97.6107788085938,99.0063781738281,98.4479598999023,97.6072235107422,98.3840713500977,98.4192581176758,96.3431167602539,99.3498992919922,..
Greece,GRC,"School enrollment, primary (% gross)",SE.PRM.ENRR,95.9240570068359,102.308349609375,97.959342956543,99.8291091918945,99.3706512451172,98.8267135620117,97.8011016845703,97.6437683105469,97.2831726074219,97.3313217163086,101.192031860352,..
Greece,GRC,"School enrollment, secondary (% gross)",SE.SEC.ENRR,93.3909378051758,97.0996704101562,103.468589782715,103.377700805664,103.952072143555,104.228790283203,103.891693115234,106.527839660645,103.615829467773,104.77806854248,106.21671295166,..
Greece,GRC,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.986180007457733,1.03004002571106,0.964680016040802,0.959569990634918,0.9653599858284,0.971040010452271,0.975350022315979,0.976090013980865,0.980000019073486,..,..,..
Greece,GRC,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,..
Greece,GRC,Forest area (sq. km),AG.LND.FRST.K2,32985.51,36002.296,39018.03,39018.03,39018,39018,39018,39018,39018,39018,..,..
Greece,GRC,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,8.56334528515359,11.0283505287585,11.0283505287585,11.0283425069866,11.0283414195877,11.0283473269382,11.0283414195877,..
Greece,GRC,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,13.5379310344828,15.5441379310345,17.0965517241379,17.0827586206897,17.4758620689655,17.4724137931034,17.451724137931,17.4396551724138,17.451724137931,17.6275862068966,..,..
Greece,GRC,Urban population growth (annual %),SP.URB.GROW,1.32121233166716,0.572820545681015,-0.218532602651056,-0.21712848445539,0.0200565633644638,0.231212226024939,0.220496953517559,0.311210821229905,0.196455024141376,-0.812424226977769,-0.957630846912828,-0.238876501959339
Greece,GRC,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2102.67768529553,2506.6399477022,2123.89789112844,2182.07109345882,..,..,..,..,..,..,..,..
Greece,GRC,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,3221.40532041842,4586.32987001065,5062.60642155232,..,..,..,..,..,..,..,..,..
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,97891092003.4394,130457756628.436,235458133124.608,195683527003.375,193148146586.933,199844406013.531,212049447242.111,205252760889.364,188480337285.605,214667807441.202,217581324512.059,238206312632.528
Greece,GRC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0,3.91977052993795,0.475695947137041,-0.196087629724133,-0.487173294301954,1.09214912017283,1.66842863602514,1.87948998590817,-9.31643576478743,8.37994378358083,5.55728707963308,2.01152094343999
Greece,GRC,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,20.6905995833878,1.59267068745956,-1.9387546208597,-0.293730433148639,-0.5785807515839,0.285406259345564,-0.165244042297104,0.226845195063973,-0.751947346018426,1.48532025418626,7.84684474420834,4.51948376032388
Greece,GRC,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,..,5.43524818135254,3.58413350571669,3.86470314774326,3.51534024837597,3.85638896453125,3.63540849125269,3.80858922158369,4.10022641415766,3.6767902399848,3.76452239269276,3.78512428138565
Greece,GRC,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,..,18.7476026086337,14.1196677812184,14.4993252011836,14.5320185356788,13.7286938837213,13.6284382517849,13.3546849293509,14.6670486423474,15.0781596465369,16.8228635746382,15.6555046160799
Greece,GRC,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,14.7785885906513,23.7183809477501,32.48559818352,32.1271612438756,31.2874562644429,35.0340942348023,38.9929061011015,40.1107639268746,32.0640853286839,40.9417996072107,49.1368296393821,44.8684965940555
Greece,GRC,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,25.3497183157727,34.6972963924628,34.0407294058628,33.1505312250043,32.7317417172708,36.5448563051391,41.1571204563819,41.7751593316684,39.7762241360962,48.7141257830914,58.859974393428,49.7959173168439
Greece,GRC,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,27.5567681247537,25.825686719792,11.8922836523889,12.0769837927685,12.8368977770353,12.0226658882907,13.1500554729835,12.436765267128,14.4315129306361,17.7030429573828,21.1463888700164,16.8261815641313
Greece,GRC,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,30.2066002320639,34.4472952827591,35.4949274691418,37.0115504599993,35.2384470416728,35.3457459540744,34.5862519863792,34.9475750922453,35.3437290181216,36.2781226716662,..
Greece,GRC,Time required to start a business (days),IC.REG.DURS,..,..,13,13,13,12.5,12.5,4,..,..,..,..
Greece,GRC,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,22.1328162109123,24.9825125797259,25.0883286581033,26.9315578761781,26.7530235673465,27.1968322869138,26.123629403933,25.3018286297911,25.9156492201809,27.6734541509005,..
Greece,GRC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.79826032707078,3.46535532008881,2.35228766757336,2.46330328904394,2.57212022449423,2.56348990681236,2.71645307270589,2.62239872406513,3.06210325200707,3.8631706100809,3.69207449516864,..
Greece,GRC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,53.74474015,111.7981465,116.2863558,116.6439809,120.9954184,114.4592115,112.370475,108.5687131,110.0393141,109.0631741,..
Greece,GRC,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,..,11.4962890914385,12.9089717501871,13.7095685650554,12.1089584215107,12.9497781716325,12.5148201395084,13.248976857505,24.511905627588,14.2600862867311,..
Greece,GRC,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,28.4826733764706,34.6709932540269,41.5967793086031,38.5009413688158,38.8095880414062,43.0945262456678,48.7523081736522,48.8621929202984,48.3668489312292,57.914133228408,71.4831570902491,60.310744250353
Greece,GRC,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,..,110.9456337753,98.0751220555,100,99.248220947,99.8074838301,99.3892573,98.0044928668,96.0679822726,95.6069388602,..,..
Greece,GRC,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,Net migration,SM.POP.NETM,74412,35798,-30228,-29315,-27234,-25061,-23600,-21581,-17853,-14806,5000,5000
Greece,GRC,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1817000000,2193819905.93717,734925603.08843,509336316.242094,417164366.413,400870186.190082,489699591.408583,676327504.794212,611381979.592984,688866261.623507,600581231.936084,541941123.994664
Greece,GRC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1005000000,-8195469.28845516,2697339246.05447,1268938505.86333,2698544612.16074,3439131879.75517,4025447788.57703,4999635989.53693,3303648833.22836,6132475888.3553,7947989003.13405,4988716998.0818
Greece,GRC,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Population, total",SP.POP.TOTL,55600,56200,56295,56114,56186,56172,56023,56225,56367,56653,56661,56865
Greenland,GRL,Population growth (annual %),SP.POP.GROW,0.54102927282477,0.178094437099469,-0.333398666658893,-0.322038549275343,0.128227978389047,-0.0249203440297217,-0.265609140509557,0.359917714454119,0.252238303411568,0.506106194434674,0.0141200557976914,0.359389425458904
Greenland,GRL,Surface area (sq. km),AG.SRF.TOTL.K2,341700,410450,410450,410450,410450,410450,410450,410450,410450,410450,..,..
Greenland,GRL,Population density (people per sq. km of land area),EN.POP.DNST,0.162715832601697,0.136922889511512,0.137154342794494,0.136713363381654,0.136888780606651,0.136854671701791,0.136491655500061,0.136983798270191,0.137329760019491,0.138026556218784,..,..
Greenland,GRL,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,872243893.328093,1140084226.87556,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,15690,20290,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1057040999.31616,1625434556.40509,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,19010,28920,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.0682926829268,66.0990243902439,71.0609756097561,71.4790243902439,71.8385365853659,71.9321951219512,71.9675609756098,71.9443902439024,71.8507317073171,71.8139024390244,71.5404878048781,..
Greenland,GRL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.444,2.329,2.037,2.01,2,2.09,2,2.08,2.019,1.82,1.839,..
Greenland,GRL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,79.694,74.128,40.527,39.778,39.965,39.407,38.672,37.748,36.97,36.319,35.017,..
Greenland,GRL,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"School enrollment, primary (% gross)",SE.PRM.ENRR,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,Forest area (sq. km),AG.LND.FRST.K2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,..,..
Greenland,GRL,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,22.3599788850636,22.3782828633614,22.3782828633614,22.3600065585488,22.3556135694962,22.5878957611544,22.3556136057078,..
Greenland,GRL,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,Urban population growth (annual %),SP.URB.GROW,0.966015811712508,0.329813441256315,-0.0289765085334987,-0.0207026479426003,0.423549976685475,0.261497271513681,0.0143933708494783,0.631266058920437,0.515575355211467,0.763370214035138,0.265909384941014,0.601722737379065
Greenland,GRL,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..
